;topic;StyleID;id;topic_safe
88010;mitteilung;1709054;10110;mitteilung
88011;stoff;1709054;10111;stoff
88012;größe;9743730;10114;groesse
88013;bauch;709229;1012;bauch
88014;eindruck;1709054;10120;eindruck
88015;größe;1709054;10127;groesse
88016;vergangenheit;9743730;10142;vergangenheit
88017;wählen;515928;10150;waehlen
88018;verschieden;44970574;10162;verschieden
88019;sitzen;8623725;10163;sitzen
88020;mfg;44970574;10170;mfg
88021;laut;44970574;10175;laut
88022;shirt;654563;10179;shirt
88023;brauchen;553018;1018;brauchen
88024;übel;434886;10196;uebel
88025;stiefeln;44970574;10204;stiefeln
88026;trocknen;709229;1021;trocknen
88027;beengt;655046;10216;beengt
88028;bekommen;654563;10227;bekommen
88029;angenehm;1709054;1023;angenehm
88030;ebenfalls;553018;10243;ebenfalls
88031;zentimeter;44970574;10244;zentimeter
88032;haltbarkeit;434886;10259;haltbarkeit
88033;blitzblau;9743730;1026;blitzblau
88034;mehrmals;655046;10262;mehrmals
88035;kurzgrößen;44970574;10263;kurzgroessen
88036;zweck;515928;10267;zweck
88037;filz;553018;1028;filz
88038;brauchen;434886;10294;brauchen
88039;sagen;553018;10295;sagen
88040;überraschen;515928;10300;ueberraschen
88041;lang;654563;10309;lang
88042;kaschieren;1709054;10316;kaschieren
88043;sollen;9743730;10318;sollen
88044;material;9743730;10326;material
88045;klein;709229;1033;klein
88046;starken;655046;10338;starken
88047;supern;1709054;1034;supern
88048;hervorragend;515928;10343;hervorragend
88049;kräftig;9743730;10349;kraeftig
88050;bewertung;709229;1035;bewertung
88051;ausgerechnet;434886;10350;ausgerechnet
88052;kommen;1709054;10361;kommen
88053;bewegung;654563;10365;bewegung
88054;polster;654563;10366;polster
88055;farbe;515928;10369;farbe
88056;ging;44970574;10377;ging
88057;richtig;709229;1038;richtig
88058;trauern;655046;1040;trauern
88059;champagn;515928;10400;champagn
88060;hellbraun;9743730;1041;hellbraun
88061;pfündchen;44970574;10412;pfuendchen
88062;niedrig;44970574;10418;niedrig
88063;nehmen;709229;1042;nehmen
88064;gefallen;44970574;10421;gefallen
88065;zurückschicken;553018;10423;zurueckschicken
88066;farbe;44970574;10425;farbe
88067;gehen;8623725;10430;gehen
88068;muster;709229;10437;muster
88069;inseremen;44970574;10438;inseremen
88070;treffen;515928;1044;treffen
88071;wissen;553018;10440;wissen
88072;okay;44970574;10443;okay
88073;warten;44970574;10446;warten
88074;mögen;1709054;10452;moegen
88075;vergleichbar;434886;10455;vergleichbar
88076;lange;654563;1046;lange
88077;bekommnen;44970574;10460;bekommnen
88078;ferse;553018;10462;ferse
88079;ideal;434886;10481;ideal
88080;entdecken;553018;10482;entdecken
88081;draußen;1709054;10485;draussen
88082;erster;9743730;10491;erster
88083;finden;1709054;10520;finden
88084;ersetzen;434886;10529;ersetzen
88085;wohl;8623725;1053;wohl
88086;haut;709229;10531;haut
88087;gerade;655046;10540;gerade
88088;passen;709229;10548;passen
88089;bitte;553018;10560;bitte
88090;verstecken;1709054;10561;verstecken
88091;total;8623725;10562;total
88092;kauf;709229;1058;kauf
88093;oberweite;8623725;10588;oberweite
88094;dunkel;434886;10593;dunkel
88095;bes;8623725;10597;bes
88096;zusammen;515928;10609;zusammen
88097;garn;655046;10612;garn
88098;tragen;709229;10614;tragen
88099;erster;654563;10615;erster
88100;sitzen;8623725;10619;sitzen
88101;scheueren;655046;1062;scheueren
88102;zeichnen;553018;10627;zeichnen
88103;kunding;553018;1063;kunding
88104;fall;1709054;10635;fall
88105;grau;553018;1064;grau
88106;dunkelt;9743730;10648;dunkelt
88107;durchbohren;654563;1065;durchbohren
88108;bügel;654563;10651;buegel
88109;lösen;654563;1066;loesen
88110;lieblingskleidchen;709229;10660;lieblingskleidchen
88111;dünn;553018;10663;duenn
88112;farblich;9743730;10665;farblich
88113;sinn;553018;10672;sinn
88114;demnächst;9743730;10677;demnaechst
88115;absolut;654563;1068;absolut
88116;lang;434886;10680;lang
88117;senden;1709054;10683;senden
88118;gerne;44970574;10684;gerne
88119;form;44970574;10691;form
88120;zweck;9743730;10695;zweck
88121;nie;44970574;10698;nie
88122;träger;8623725;107;traeger
88123;basichose;44970574;10701;basichose
88124;schwarz;709229;10717;schwarz
88125;echt;434886;10722;echt
88126;größe;1709054;1073;groesse
88127;material;553018;10732;material
88128;naht;44970574;10735;naht
88129;anprobieren;44970574;10741;anprobieren
88130;geld;44970574;10744;geld
88131;total;553018;10749;total
88132;gerne;44970574;1075;gerne
88133;größe;8623725;10750;groesse
88134;gewöhnen;8623725;1077;gewoehnen
88135;empfehlung;1709054;10793;empfehlung
88136;wahrscheinlich;515928;10796;wahrscheinlich
88137;schade;709229;10798;schade
88138;optimal;515928;1080;optimal
88139;sicherlich;8623725;10802;sicherlich
88140;bügeln;9743730;10803;buegeln
88141;edel;654563;10814;edel
88142;stoff;44970574;10816;stoff
88143;gerne;1709054;10818;gerne
88144;scheuern;553018;1082;scheuern
88145;genauso;44970574;10830;genauso
88146;retour;1709054;10835;retour
88147;falsch;9743730;10849;falsch
88148;dennoch;655046;1085;dennoch
88149;beinform;44970574;10851;beinform
88150;kritisch;9743730;10865;kritisch
88151;qualität;9743730;10871;qualitaet
88152;unbedingt;1709054;10876;unbedingt
88153;schwer;9743730;10882;schwer
88154;fühlen;709229;1089;fuehlen
88155;länge;44970574;10890;laenge
88156;schummrig;9743730;10891;schummrig
88157;lässt;655046;10900;laesst
88158;finden;553018;10906;finden
88159;erhalten;515928;1091;erhalten
88160;groß;44970574;10911;gross
88161;prima;655046;10912;prima
88162;schmeicheln;8623725;10913;schmeicheln
88163;einzig;9743730;10916;einzig
88164;groß;44970574;10919;gross
88165;waschen;434886;10929;waschen
88166;stimmen;1709054;10938;stimmen
88167;oft;553018;1094;oft
88168;halt;8623725;10942;halt
88169;wirken;1709054;10953;wirken
88170;völlig;709229;10954;voellig
88171;sitzen;44970574;10964;sitzen
88172;besonders;654563;10974;besonders
88173;kommen;434886;10994;kommen
88174;länge;1709054;11000;laenge
88175;bereits;553018;1101;bereits
88176;material;9743730;11012;material
88177;tragen;8623725;11021;tragen
88178;gerade;654563;11024;gerade
88179;kommen;8623725;11029;kommen
88180;hauptsächlich;553018;11031;hauptsaechlich
88181;qualität;709229;11033;qualitaet
88182;farbe;1709054;11046;farbe
88183;schnell;655046;11047;schnell
88184;angegoss;553018;1105;angegoss
88185;gestreift;44970574;11051;gestreift
88186;schauen;709229;11055;schauen
88187;farbe;9743730;11056;farbe
88188;merken;9743730;11078;merken
88189;frau;709229;11079;frau
88190;bein;44970574;11080;bein
88191;kaschiert;709229;1109;kaschiert
88192;problem;9743730;11102;problem
88193;überhaupt;709229;11122;ueberhaupt
88194;eigentlich;553018;11125;eigentlich
88195;nähte;1709054;11133;naehte
88196;schwarz;709229;11135;schwarz
88197;lang;44970574;11148;lang
88198;oben;8623725;11160;oben
88199;bügel;654563;1117;buegel
88200;tag;1709054;11176;tag
88201;sommerlich;709229;1118;sommerlich
88202;geben;9743730;11186;geben
88203;vorjahr;434886;11187;vorjahr
88204;gehen;654563;11192;gehen
88205;passen;654563;11217;passen
88206;fast;9743730;11220;fast
88207;kitt;9743730;11239;kitt
88208;vielleicht;8623725;11242;vielleicht
88209;nehmen;553018;1125;nehmen
88210;mangelware;434886;11258;mangelware
88211;festes;655046;11260;festes
88212;tun;8623725;11266;tun
88213;eh;709229;11268;eh
88214;v;1709054;1129;v
88215;laufen;553018;1130;laufen
88216;material;654563;11309;material
88217;terra;9743730;11314;terra
88218;senden;44970574;11315;senden
88219;nachkaufen;515928;1132;nachkaufen
88220;farbe;553018;11320;farbe
88221;gehen;709229;11322;gehen
88222;beweisen;8623725;11323;beweisen
88223;stoff;8623725;11327;stoff
88224;begleiter;709229;11340;begleiter
88225;somit;515928;11353;somit
88226;extrem;434886;11356;extrem
88227;größe;44970574;1137;groesse
88228;vllen;8623725;11376;vllen
88229;jahr;553018;11379;jahr
88230;stoff;44970574;11386;stoff
88231;stören;9743730;11401;stoeren
88232;angebot;654563;11407;angebot
88233;pech;553018;1141;pech
88234;eigentlich;44970574;11410;eigentlich
88235;einzug;9743730;11423;einzug
88236;luft;44970574;11434;luft
88237;größß;709229;11436;groessss
88238;bund;44970574;11438;bund
88239;passt;655046;1145;passt
88240;knöchel;44970574;11458;knoechel
88241;figur;8623725;11480;figur
88242;lang;553018;1149;lang
88243;bügeln;1709054;11490;buegeln
88244;schwarz;553018;1150;schwarz
88245;klein;709229;11502;klein
88246;irritation;655046;11508;irritation
88247;dünn;1709054;1151;duenn
88248;microvelours;9743730;11517;microvelours
88249;abnäher;655046;11523;abnaeher
88250;abgleichen;9743730;11533;abgleichen
88251;klassen;44970574;11541;klassen
88252;größ;553018;11547;groess
88253;passen;9743730;11551;passen
88254;dicht;9743730;11555;dicht
88255;knötchen;1709054;1156;knoetchen
88256;unternehmen;434886;11568;unternehmen
88257;fuchsia;44970574;1157;fuchsia
88258;gechneiden;553018;11577;gechneiden
88259;wunderschön;8623725;11580;wunderschoen
88260;schnell;515928;11594;schnell
88261;wählen;655046;11595;waehlen
88262;farbe;44970574;11598;farbe
88263;gehen;8623725;11599;gehen
88264;selten;515928;11617;selten
88265;stoff;9743730;1163;stoff
88266;erster;8623725;11635;erster
88267;versprechen;655046;11637;versprechen
88268;kommen;44970574;1164;kommen
88269;frau;8623725;11641;frau
88270;größenverhältnis;44970574;11651;groessenverhaeltnis
88271;unten;44970574;11657;unten
88272;diesmal;654563;11660;diesmal
88273;relativ;9743730;11671;relativ
88274;größe;655046;11682;groesse
88275;sollen;655046;11689;sollen
88276;gummi;434886;11691;gummi
88277;gr;553018;11698;gr
88278;erst;709229;11699;erst
88279;tragen;434886;11700;tragen
88280;schneiden;655046;11703;schneiden
88281;online;515928;11715;online
88282;haut;654563;11717;haut
88283;bauch;1709054;1172;bauch
88284;größe;434886;11720;groesse
88285;gesäß;44970574;11727;gesaess
88286;stimmen;9743730;1173;stimmen
88287;finger;8623725;11732;finger
88288;deklarieren;709229;11734;deklarieren
88289;anziehen;709229;11738;anziehen
88290;stück;654563;1175;stueck
88291;passen;8623725;11753;passen
88292;zeit;1709054;11757;zeit
88293;ungünstig;709229;11766;unguenstig
88294;zeh;553018;1177;zeh
88295;tragen;1709054;1178;tragen
88296;beugen;44970574;11784;beugen
88297;lang;515928;11785;lang
88298;träger;654563;11789;traeger
88299;lieblingsteil;709229;1179;lieblingsteil
88300;finden;44970574;11791;finden
88301;weichesen;553018;11792;weichesen
88302;loch;44970574;11796;loch
88303;eindruck;654563;11798;eindruck
88304;dämpfen;9743730;11801;daempfen
88305;retouren;44970574;11806;retouren
88306;tragen;709229;11807;tragen
88307;schließe;8623725;11811;schliesse
88308;bestehen;9743730;11823;bestehen
88309;trozd;553018;1183;trozd
88310;find;654563;11832;find
88311;stimmen;8623725;11837;stimmen
88312;eng;44970574;1184;eng
88313;kurzgröße;44970574;11843;kurzgroesse
88314;gar;44970574;11856;gar
88315;tochter;1709054;11861;tochter
88316;schulter;8623725;11862;schulter
88317;zahlen;1709054;11865;zahlen
88318;öffters;434886;11868;oeffters
88319;eher;44970574;11869;eher
88320;schlaufen;9743730;1187;schlaufen
88321;hauteng;1709054;11875;hauteng
88322;tag;9743730;11886;tag
88323;brauchen;44970574;11891;brauchen
88324;stretch;44970574;11892;stretch
88325;baumwolle;44970574;11898;baumwolle
88326;begeistert;709229;11899;begeistert
88327;reinigen;553018;11906;reinigen
88328;material;1709054;11914;material
88329;bügeln;9743730;11916;buegeln
88330;verarbeitung;553018;1192;verarbeitung
88331;jedoch;44970574;11920;jedoch
88332;ausfallen;1709054;11921;ausfallen
88333;kosten;434886;11927;kosten
88334;eng;44970574;11929;eng
88335;wiegen;434886;11931;wiegen
88336;blumenmuster;9743730;11940;blumenmuster
88337;fall;654563;11949;fall
88338;bequem;709229;11955;bequem
88339;ändern;709229;11960;aendern
88340;stabil;8623725;11967;stabil
88341;gefallen;9743730;1197;gefallen
88342;problemzone;709229;11970;problemzone
88343;erster;553018;11972;erster
88344;taillie;709229;1198;taillie
88345;taufen;8623725;11984;taufen
88346;klasse;709229;11995;klasse
88347;schonwaschgang;9743730;11996;schonwaschgang
88348;rumbaumeln;655046;120;rumbaumeln
88349;pink;9743730;1200;pink
88350;erfüllen;553018;1201;erfuellen
88351;neu;434886;12012;neu
88352;ja;434886;12040;ja
88353;ging;709229;12042;ging
88354;vielleicht;709229;12046;vielleicht
88355;passen;709229;12047;passen
88356;urlaubskoffer;709229;12049;urlaubskoffer
88357;öse;9743730;1205;oese
88358;beinläng;44970574;12054;beinlaeng
88359;eben;44970574;12059;eben
88360;erst;1709054;12068;erst
88361;folg;709229;1207;folg
88362;neu;8623725;12076;neu
88363;neu;434886;12081;neu
88364;anlaß;709229;12082;anlass
88365;obwohl;44970574;12090;obwohl
88366;hosenlänge;44970574;12096;hosenlaenge
88367;stoff;9743730;12099;stoff
88368;mögen;8623725;1210;moegen
88369;möchten;709229;12104;moechten
88370;material;709229;12115;material
88371;vorsicht;44970574;12117;vorsicht
88372;groß;553018;1212;gross
88373;erhöhen;655046;12121;erhoehen
88374;b;655046;12122;b
88375;gesäß;44970574;12128;gesaess
88376;gleich;654563;12129;gleich
88377;bewertung;9743730;1213;bewertung
88378;kittelschürze;709229;12139;kittelschuerze
88379;neubestellung;9743730;12140;neubestellung
88380;übringen;709229;12141;uebringen
88381;gehen;9743730;12143;gehen
88382;warmen;44970574;12149;warmen
88383;ziemlich;44970574;12151;ziemlich
88384;geeignet;553018;12155;geeignet
88385;sorgen;9743730;12161;sorgen
88386;idee;1709054;12167;idee
88387;preis;553018;1217;preis
88388;groß;44970574;12171;gross
88389;trenn;655046;12174;trenn
88390;größe;553018;1218;groesse
88391;größe;434886;12184;groesse
88392;gelegenheit;553018;1219;gelegenheit
88393;falt;654563;12193;falt
88394;pölsterchen;709229;1220;poelsterchen
88395;lieber;434886;12201;lieber
88396;angenehm;709229;12209;angenehm
88397;kurz;434886;1221;kurz
88398;stück;553018;12213;stueck
88399;groß;9743730;1223;gross
88400;bequem;655046;12235;bequem
88401;ersatz;9743730;12236;ersatz
88402;unheimlich;8623725;12242;unheimlich
88403;warten;9743730;1225;warten
88404;nämlich;434886;12256;naemlich
88405;material;655046;1226;material
88406;dick;44970574;12265;dick
88407;innen;1709054;12272;innen
88408;empfehlenswert;709229;12289;empfehlenswert
88409;entstehen;44970574;12290;entstehen
88410;material;709229;12294;material
88411;allerdings;553018;12298;allerdings
88412;lieb;709229;12313;lieb
88413;bund;44970574;12314;bund
88414;weid;8623725;12318;weid
88415;tragen;1709054;12322;tragen
88416;größe;1709054;12323;groesse
88417;knie;44970574;12338;knie
88418;frau;709229;12341;frau
88419;büro;709229;12351;buero
88420;unschön;8623725;12357;unschoen
88421;tasche;709229;12358;tasche
88422;schmeichelnd;1709054;1236;schmeichelnd
88423;richtig;709229;12375;richtig
88424;farbe;8623725;12381;farbe
88425;reise;553018;12385;reise
88426;weiß;553018;1239;weiss
88427;schwarz;8623725;12390;schwarz
88428;passform;44970574;12393;passform
88429;tuch;1709054;12395;tuch
88430;bein;44970574;12398;bein
88431;ziehen;9743730;124;ziehen
88432;größe;8623725;12401;groesse
88433;verrutschen;8623725;12404;verrutschen
88434;trage;8623725;12407;trage
88435;wunderbar;44970574;12414;wunderbar
88436;sollen;709229;12422;sollen
88437;farbe;553018;12425;farbe
88438;material;44970574;12441;material
88439;wäsche;1709054;12443;waesche
88440;fest;8623725;12449;fest
88441;abbildung;44970574;12454;abbildung
88442;farbe;9743730;12457;farbe
88443;land;434886;1246;land
88444;waschen;9743730;12463;waschen
88445;größe;44970574;12465;groesse
88446;eleganen;9743730;12466;eleganen
88447;begleiter;1709054;12470;begleiter
88448;bekommen;44970574;12472;bekommen
88449;nummer;44970574;12473;nummer
88450;happyen;553018;12474;happyen
88451;empfehlenswert;655046;1248;empfehlenswert
88452;erster;709229;12483;erster
88453;zweck;8623725;12486;zweck
88454;groß;44970574;12492;gross
88455;lang;553018;125;lang
88456;öse;9743730;1250;oese
88457;bund;44970574;12505;bund
88458;sitzen;44970574;1251;sitzen
88459;brust;709229;12515;brust
88460;bewertung;8623725;12520;bewertung
88461;problem;654563;12524;problem
88462;netz;8623725;12526;netz
88463;oben;44970574;12531;oben
88464;m;709229;12539;m
88465;absolut;9743730;1254;absolut
88466;verarbeitung;654563;12544;verarbeitung
88467;unbedingt;553018;12545;unbedingt
88468;länge;709229;1255;laenge
88469;gr;515928;12554;gr
88470;bissch;1709054;12564;bissch
88471;dassen;654563;1257;dassen
88472;verhältnis;44970574;12582;verhaeltnis
88473;rutsch;515928;12588;rutsch
88474;retour;553018;12591;retour
88475;sonne;9743730;1260;sonne
88476;unebenheit;553018;12600;unebenheit
88477;abzug;9743730;12603;abzug
88478;fall;1709054;12605;fall
88479;dunkelblau;709229;12621;dunkelblau
88480;absolut;9743730;12632;absolut
88481;zweiter;434886;12641;zweiter
88482;gerade;709229;12648;gerade
88483;nachtshirt;1709054;12651;nachtshirt
88484;behalten;553018;12657;behalten
88485;mögen;434886;12658;moegen
88486;erdenklich;553018;12662;erdenklich
88487;sack;709229;12665;sack
88488;hüften;44970574;12689;hueften
88489;passen;44970574;1269;passen
88490;wade;44970574;12696;wade
88491;fall;9743730;12711;fall
88492;weit;1709054;12718;weit
88493;dehnbund;434886;12722;dehnbund
88494;bequem;709229;12725;bequem
88495;klein;654563;12728;klein
88496;vielleicht;709229;12742;vielleicht
88497;öse;9743730;1275;oese
88498;firma;44970574;12759;firma
88499;stehen;655046;12764;stehen
88500;ende;8623725;12766;ende
88501;tochter;655046;12771;tochter
88502;sack;709229;12774;sack
88503;gerne;44970574;12777;gerne
88504;hersteller;709229;12779;hersteller
88505;ungünstig;655046;12780;unguenstig
88506;material;553018;12782;material
88507;groß;8623725;12789;gross
88508;leiste;8623725;1279;leiste
88509;zeh;553018;12790;zeh
88510;flach;8623725;12798;flach
88511;manko;9743730;1280;manko
88512;schwimmbad;8623725;12800;schwimmbad
88513;sofort;709229;12801;sofort
88514;busens;709229;12804;busens
88515;passt;1709054;12822;passt
88516;stehen;44970574;12829;stehen
88517;fallen;1709054;1283;fallen
88518;liegt;553018;12845;liegt
88519;leichtgängig;9743730;12846;leichtgaengig
88520;wenig;8623725;12849;wenig
88521;anbieten;434886;12862;anbieten
88522;gern;709229;12884;gern
88523;müssen;44970574;12890;muessen
88524;optimal;553018;129;optimal
88525;stören;553018;12903;stoeren
88526;angenehm;1709054;1291;angenehm
88527;optimal;654563;12917;optimal
88528;ruhig;9743730;12918;ruhig
88529;bestimmen;9743730;12930;bestimmen
88530;größe;434886;12938;groesse
88531;schauen;44970574;12939;schauen
88532;korb;9743730;1294;korb
88533;stoff;9743730;12940;stoff
88534;material;44970574;12946;material
88535;richtig;1709054;1295;richtig
88536;kräftig;1709054;12954;kraeftig
88537;naterial;44970574;12958;naterial
88538;gr;1709054;12960;gr
88539;material;709229;12965;material
88540;waschen;9743730;12969;waschen
88541;blau;553018;12975;blau
88542;farbe;9743730;12977;farbe
88543;ideal;709229;12978;ideal
88544;guter;655046;12984;guter
88545;gehend;9743730;1299;gehend
88546;rechtfertigen;9743730;13;rechtfertigen
88547;lang;1709054;130;lang
88548;stoff;9743730;1300;stoff
88549;blau;553018;13002;blau
88550;leib;8623725;13006;leib
88551;ansonsten;553018;13009;ansonsten
88552;farbe;44970574;13011;farbe
88553;wirken;8623725;13019;wirken
88554;größe;553018;13025;groesse
88555;fangen;44970574;13027;fangen
88556;stange;434886;13036;stange
88557;passen;655046;13039;passen
88558;farbe;434886;1304;farbe
88559;tragen;654563;13044;tragen
88560;fusseln;44970574;13046;fusseln
88561;lang;9743730;1305;lang
88562;geben;655046;13056;geben
88563;fühlen;1709054;1306;fuehlen
88564;umschlag;44970574;13060;umschlag
88565;maschine;9743730;13064;maschine
88566;verdunkeln;9743730;13079;verdunkeln
88567;ösen;9743730;1308;oesen
88568;fast;655046;13081;fast
88569;ansonsten;709229;13085;ansonsten
88570;preis;1709054;13100;preis
88571;bestätigen;9743730;13103;bestaetigen
88572;fraulich;709229;13117;fraulich
88573;finden;553018;13125;finden
88574;modell;9743730;13126;modell
88575;uneb;553018;1314;uneb
88576;oberweite;709229;13141;oberweite
88577;schwarzen;709229;13156;schwarzen
88578;fuß;553018;1316;fuss
88579;aufstehen;44970574;13165;aufstehen
88580;gr;44970574;13167;gr
88581;tragen;553018;13173;tragen
88582;modell;8623725;13182;modell
88583;waschen;434886;13185;waschen
88584;ausschneiden;8623725;13187;ausschneiden
88585;vielfältig;9743730;1319;vielfaeltig
88586;plastikreißverschluß;44970574;13198;plastikreissverschluss
88587;ja;434886;13199;ja
88588;zeigen;1709054;132;zeigen
88589;bzw;9743730;1320;bzw
88590;hängebrust;654563;13209;haengebrust
88591;lockern;44970574;1322;lockern
88592;farbig;654563;13222;farbig
88593;farbe;434886;13229;farbe
88594;taille;44970574;1323;taille
88595;mangelhaft;44970574;13230;mangelhaft
88596;angenehm;553018;13234;angenehm
88597;zurückschicken;1709054;13238;zurueckschicken
88598;gehen;44970574;13242;gehen
88599;ärmellänge;1709054;13246;aermellaenge
88600;benötigen;553018;1326;benoetigen
88601;klein;44970574;13267;klein
88602;groß;1709054;13277;gross
88603;angenehm;655046;13280;angenehm
88604;entfernt;8623725;13281;entfernt
88605;somm;709229;1329;somm
88606;schlecht;44970574;13293;schlecht
88607;einlaufen;1709054;13298;einlaufen
88608;finden;44970574;13302;finden
88609;größ;553018;1331;groess
88610;schlank;44970574;13313;schlank
88611;wackelt;44970574;13315;wackelt
88612;träger;8623725;13319;traeger
88613;knie;709229;13329;knie
88614;stark;9743730;1333;stark
88615;stoff;9743730;13332;stoff
88616;lieferzeit;8623725;13347;lieferzeit
88617;stoff;8623725;13374;stoff
88618;klein;709229;13380;klein
88619;optimal;44970574;13391;optimal
88620;nachbestellen;44970574;13395;nachbestellen
88621;raum;9743730;13399;raum
88622;tragegefühl;1709054;134;tragegefuehl
88623;passen;9743730;13410;passen
88624;wenigstens;1709054;13411;wenigstens
88625;eng;44970574;13416;eng
88626;locker;1709054;13420;locker
88627;lässt;44970574;13427;laesst
88628;ausgelieh;434886;13434;ausgelieh
88629;gefährlich;44970574;13436;gefaehrlich
88630;nebenkosten;9743730;13447;nebenkosten
88631;eng;44970574;13456;eng
88632;klein;709229;1346;klein
88633;fehler;655046;13466;fehler
88634;ziemlich;9743730;1347;ziemlich
88635;bewähren;655046;13498;bewaehren
88636;terracotta;9743730;13504;terracotta
88637;reinschlupfen;44970574;13510;reinschlupfen
88638;haut;515928;13514;haut
88639;klappen;434886;1352;klappen
88640;mittlerweile;655046;13529;mittlerweile
88641;zurueckgeschicken;44970574;13533;zurueckgeschicken
88642;klassen;709229;13539;klassen
88643;unten;1709054;13552;unten
88644;gleichmäßig;655046;13561;gleichmaessig
88645;frau;1709054;13579;frau
88646;schmücken;515928;13585;schmuecken
88647;t;654563;13588;t
88648;eher;44970574;13591;eher
88649;fehlend;654563;13594;fehlend
88650;verdunklungsvorhang;9743730;13596;verdunklungsvorhang
88651;kälteschutz;9743730;13605;kaelteschutz
88652;falle;1709054;13606;falle
88653;farbe;44970574;13615;farbe
88654;ideal;44970574;13620;ideal
88655;aussehen;9743730;13628;aussehen
88656;waschen;654563;13636;waschen
88657;sitzen;44970574;13649;sitzen
88658;klappen;515928;1365;klappen
88659;haus;709229;13650;haus
88660;weite;655046;13652;weite
88661;hoch;9743730;13674;hoch
88662;gleich;44970574;13676;gleich
88663;freiden;8623725;13677;freiden
88664;annehmen;44970574;13678;annehmen
88665;koennen;709229;13693;koennen
88666;material;44970574;13699;material
88667;verdunkelnd;9743730;13700;verdunkelnd
88668;finden;8623725;13701;finden
88669;halb;8623725;13709;halb
88670;begeistert;553018;1371;begeistert
88671;groß;709229;13710;gross
88672;ideal;709229;13717;ideal
88673;täglich;709229;1372;taeglich
88674;wirken;1709054;13747;wirken
88675;benötigen;9743730;13756;benoetigen
88676;licht;9743730;13758;licht
88677;preis;709229;13765;preis
88678;dringend;553018;13772;dringend
88679;wetter;553018;13773;wetter
88680;dick;44970574;13776;dick
88681;fussel;44970574;13778;fussel
88682;tragen;655046;13789;tragen
88683;kombinieren;1709054;138;kombinieren
88684;stück;553018;1380;stueck
88685;stehen;709229;13803;stehen
88686;erfolglos;434886;13812;erfolglos
88687;schneider;434886;13818;schneider
88688;ständig;434886;1382;staendig
88689;optisch;654563;13820;optisch
88690;gr;434886;13825;gr
88691;soch;44970574;13832;soch
88692;groß;553018;13836;gross
88693;blaue;44970574;13841;blaue
88694;selber;9743730;13847;selber
88695;eher;9743730;1385;eher
88696;reißverschluss;434886;13854;reissverschluss
88697;müssen;709229;13855;muessen
88698;qualität;9743730;13870;qualitaet
88699;fällen;553018;13879;faellen
88700;schneiden;434886;13880;schneiden
88701;lieferbar;9743730;13883;lieferbar
88702;wirken;709229;13886;wirken
88703;geld;553018;13889;geld
88704;tragen;654563;1389;tragen
88705;ebenfalls;515928;13891;ebenfalls
88706;kommen;44970574;13898;kommen
88707;gar;709229;13901;gar
88708;gehen;8623725;13905;gehen
88709;stoff;44970574;13910;stoff
88710;allerdings;553018;13913;allerdings
88711;anbieten;434886;13934;anbieten
88712;größe;709229;13935;groesse
88713;ziemlich;44970574;13941;ziemlich
88714;größentechnisch;44970574;13945;groessentechnisch
88715;jäckchen;709229;1395;jaeckchen
88716;tabell;709229;13958;tabell
88717;tragen;709229;13959;tragen
88718;richtig;8623725;13976;richtig
88719;prima;9743730;13977;prima
88720;beschreiben;709229;13979;beschreiben
88721;qualität;44970574;13987;qualitaet
88722;busen;655046;13992;busen
88723;groß;709229;13993;gross
88724;abbilden;709229;13994;abbilden
88725;qualität;9743730;13996;qualitaet
88726;klein;654563;1401;klein
88727;passen;8623725;14020;passen
88728;produkt;553018;14026;produkt
88729;eher;44970574;14027;eher
88730;müssen;44970574;14028;muessen
88731;insgesamt;709229;14029;insgesamt
88732;haut;515928;1403;haut
88733;steif;44970574;14033;steif
88734;supern;709229;14040;supern
88735;leiste;44970574;14047;leiste
88736;wäremeisolierung;9743730;1405;waeremeisolierung
88737;sexyen;515928;14050;sexyen
88738;schauen;8623725;14062;schauen
88739;eng;44970574;14064;eng
88740;passend;44970574;14065;passend
88741;passen;709229;14074;passen
88742;passen;434886;14076;passen
88743;dünn;553018;14085;duenn
88744;produkt;9743730;14089;produkt
88745;unten;9743730;14091;unten
88746;bestens;9743730;14095;bestens
88747;eng;44970574;14097;eng
88748;muster;709229;14108;muster
88749;wärm;9743730;1411;waerm
88750;arbeiten;709229;14127;arbeiten
88751;gr;1709054;1414;gr
88752;schwarz;44970574;14147;schwarz
88753;größe;8623725;14148;groesse
88754;schade;654563;14150;schade
88755;lassen;654563;14151;lassen
88756;drunt;709229;14153;drunt
88757;verschwinden;709229;14154;verschwinden
88758;eher;9743730;14155;eher
88759;größe;709229;14157;groesse
88760;unterschied;709229;14164;unterschied
88761;anziehen;515928;14166;anziehen
88762;ewig;8623725;14178;ewig
88763;sollen;8623725;14199;sollen
88764;saugt;655046;1420;saugt
88765;tragen;434886;14206;tragen
88766;wirk;44970574;14218;wirk
88767;öse;9743730;1422;oese
88768;tasche;709229;14224;tasche
88769;bügel;515928;14231;buegel
88770;tragen;654563;14240;tragen
88771;sollen;8623725;14253;sollen
88772;nämlich;434886;14254;naemlich
88773;wunsch;9743730;14257;wunsch
88774;passen;553018;14258;passen
88775;fallen;434886;14264;fallen
88776;sogar;709229;14275;sogar
88777;frau;553018;14276;frau
88778;klein;8623725;14280;klein
88779;bald;1709054;14281;bald
88780;stoff;8623725;14283;stoff
88781;formstabil;1709054;14290;formstabil
